Mean,Std,Variance,Delta,Theta,Alpha,Beta,Gamma,Label
-5.6130953900899316e-08,1.790083110314276e-05,3.3569636832919954e-10,8.393577531574398e-11,4.4581311575358164e-11,2.224723806689169e-11,9.223728629598856e-11,5.4193114863152594e-11,0
-8.107908533879217e-08,1.871380340633219e-05,3.7502333273395586e-10,1.0016970324005247e-10,3.956787394671513e-11,2.4740618978816776e-11,1.0437345729700323e-10,6.982331299360639e-11,0
8.236126591106246e-08,1.9778890318727243e-05,4.080027178055462e-10,9.91955148246889e-11,7.710940061012004e-11,2.3386910486272472e-11,9.977221276934153e-11,5.6460555269876226e-11,0
4.231255450243375e-09,2.0907984523753495e-05,4.813365777845446e-10,1.6015308980699387e-10,5.558377575302296e-11,2.7422122050975956e-11,8.405899606194447e-11,4.4582274436885693e-11,0
7.731375802381902e-09,1.7317294626834676e-05,3.0838672443558106e-10,1.1698112570211774e-10,4.0270323364933506e-11,2.473583840749676e-11,5.90304603611613e-11,3.811083726680125e-11,0
1.266072132535793e-07,1.707345492063044e-05,3.0548974824903253e-10,1.0234432519077683e-10,3.537823656711492e-11,1.7642186919152675e-11,5.833315443494125e-11,4.352652828600579e-11,0
2.2955384870862236e-07,1.9307007808948004e-05,4.049689886175351e-10,1.7796460561557472e-10,1.0138809043551776e-10,2.2515631544639036e-11,6.217010423140464e-11,3.963772263057272e-11,0
-3.8132468531434285e-07,1.6992084814040037e-05,3.022745095900046e-10,8.820376317042034e-11,4.300344571010302e-11,1.4882830394433504e-11,6.087466828650463e-11,3.8803650558538385e-11,0
1.2418640481540308e-07,1.6452284638940704e-05,2.8113194522440637e-10,8.32351644532337e-11,4.150855485224209e-11,1.7426296444381018e-11,6.75842269345128e-11,4.768665805518397e-11,0
2.7530176448069024e-06,3.201418841145742e-05,1.5358260407447237e-09,8.68174223770708e-10,9.070920385177139e-11,2.059259819978168e-11,5.742060843840803e-11,3.7904706363858413e-11,0
-1.857365442701248e-06,3.634672443230079e-05,1.865854532134002e-09,9.854488306925778e-10,1.1001726976965703e-10,3.616247828157027e-11,9.91482450509195e-11,7.006493546809103e-11,0
-1.7232328900844987e-06,2.0308118536314295e-05,4.4407724155900223e-10,1.0245784398139258e-10,4.2791540894392926e-11,2.4349438747584535e-11,6.741941837023084e-11,4.2619797701777e-11,0
